ODB-ID;Gemeinde;Ort;PLZ;Strasse / Nr.;Ensemble;Objekt;publiziertes PDF;GVZ Nr.;Baujahr;Einstufung;Datum Erlass;Erlass;Eigentumsbeschränkung;Grundbucheintrag;E-Koordinate;N-Koordinate
Objekt 1245;Zürich;Zürich;8048;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04918;;;1;kantonal;;;-;;2677466;1247820
Objekt 1251;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04946;;;1;kantonal;;;-;;2677981;1247135
Objekt 1252;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04947;;;1;kantonal;;;-;;2678176;1246910
Objekt 1253;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04948;;;1;kantonal;;;-;;2677911;1246890
Objekt 1254;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04949;;;1;kantonal;;;-;;2678031;1246760
Objekt 1255;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04950;;;1;kantonal;;;-;;2677756;1246690
Objekt 1256;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04951;;;1;kantonal;;;-;;2677786;1246825
Objekt 1257;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04952;;;1;kantonal;;;-;;2677726;1246630
Objekt 1258;Zürich;Uitikon Waldegg;8142;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04953;;;1;kantonal;;;-;;2677811;1246600
Objekt 1259;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04955;;;1;kantonal;;;-;;2678416;1246520
Objekt 1260;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04956;;;1;kantonal;;;-;;2678346;1246530
Objekt 1261;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04957;;;1;kantonal;;;-;;2678466;1246460
Objekt 1262;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04958;;;1;kantonal;;;-;;2678706;1246625
Objekt 1263;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04959;;;1;kantonal;;;-;;2678661;1246440
Objekt 1264;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04960;;;1;kantonal;;;-;;2678841;1246290
Objekt 1265;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04961;;;1;kantonal;;;-;;2678946;1246210
Objekt 1266;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04962;;;1;kantonal;;;-;;2679066;1246490
Objekt 1267;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04963;;;1;kantonal;;;-;;2679166;1246335
Objekt 1268;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04964;;;1;kantonal;;;-;;2679176;1245910
Objekt 1269;Zürich;Zürich;8055;;Uitikon/Zürich: Sperrstelle 5082;Kleinunterstand A04965;;;1;kantonal;;;-;;2679451;1245640
Objekt 3696;Zürich;Zürich;8006;"Doktor Faust-Gasse 11; Doktor Faust-Gasse 9; Karl Schmid-Strasse 4; Künstlergasse 12; Künstlergasse 14; Künstlergasse 16; Rämistrasse 71";Zürich: Universität Zürich;Kollegiengebäude I + II;;261AA01102;1911~1917;kantonal;12.08.1981;RRB 3048/1981 Liste Stadt Zürich;-;;2683807;1247698
Objekt 1289;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Kommandoposten A04813;;;1;regional;;;-;;2682151;1242850
Objekt 3524;Zürich;Zürich;8001;Florhofgasse 6;;Konservatorium;;261AA01073;1899~1901;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;25.01.2010;2683813;1247447
Objekt 3546;Zürich;Zürich;8001;"Kirchgasse 9; Zwingliplatz 6";Zürich: Kirche, ref. Grossmünster;Kreuzgang und Theologisches Seminar;;261AA00179;1170;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683535;1247164
Objekt 3526;Zürich;Zürich;8032;Dolderstrasse 58;Zürich: ref. Kirchgemeinde Hottingen;Kreuzkirche;;261HO01080;1902~1906;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684832;1247216
Objekt 3629;Zürich;Zürich;8001;"Heimplatz 1; Hirschengraben 2; Rämistrasse 45";;Kunsthaus;;261AA01092;1910~1976;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;09.03.2016;2683840;1247183
Objekt 3571;Zürich;Zürich;8006;Sternwartstrasse 3;Zürich: Kantonsspital USZ;Küchentrakt;;261FL01385;1949;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684044;1248036
Objekt 3610;Zürich;Zürich;8001;Florhofgasse 10;Zürich: Rechberg;Lagerhaus, sog. «Packhaus»;;261AA00641;1770~1850;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683795;1247468
Objekt 3509;Zürich;Zürich;8006;Beckenhofstrasse 31;Zürich: Beckenhof;Lehenhaus;;261UN00146;1650~1862;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683268;1248816
Objekt 3497;Zürich;Zürich;8003;"Albisriederstrasse 31; Albisriederstrasse 31a; Albisriederstrasse 33; Albisriederstrasse 33a; Albisriederstrasse 35";Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten;Leichenhaus und Abdankungshalle;;261WD01989;1917;kantonal;12.08.1981;RRB 3048/1981 Liste Stadt Zürich;-;;2680667;1247931
Objekt 8217;Zürich;Zürich;8037;Wasserwerkstrasse 107 bei;Zürich: Lettenviadukt;Lettendamm mit Personendurchlass Kloster-Fahr-Weg;;;1891~1894;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682478;1249166
Objekt 8216;Zürich;Zürich;"8005; 8037";"Sihlquai 252 bei; Wasserwerkstrasse 119 bei";Zürich: Lettenviadukt;Limmatbrücke;;;1891~1894;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682399;1249179
Objekt 8186;Zürich;Zürich;"8005; 8037";Sihlquai 284 bei;Zürich: Wipkinger Viadukt;Limmatbrücke;;;1855~1894;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682234;1249341
Objekt 15685;Zürich;Zürich;"8001; 8032";"Freiestrasse 32; Freiestrasse 34; Rämistrasse 56";Zürich: Kantonsschulen Rämibühl;Literargymnasium LG/Realgymnasium RG;;261HO01905;1967;kantonal;;;-;;2684176;1247339
Objekt 1686;Zürich;Zürich;8048;Hohlstrasse 388;Zürich: Hauptwerkstätten;Lokomotivreparaturwerkstätte;;261AU03200;1905~1910;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680520;1248982
Objekt 3659;Zürich;Zürich;8008;Lenggstrasse 53;Zürich: Psychiatrische Universitätsklinik PUK «Burghölzli»;Magazin;;261RI00799;1873;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2685525;1245421
Objekt 8331;Zürich;Zürich;8048;"Hohlstrasse 402; Hohlstrasse 402a";Zürich: Hauptwerkstätten;Magazingebäude und Portierhaus;;261AU03103;1905~1910;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680365;1248993
Objekt 12785;Zürich;Zürich;8001;"Rämistrasse 58; Rämistrasse 60; Zürichbergstrasse 6";Zürich: Kantonsschulen Rämibühl;Mathematisch-Naturwissenschaftliches Gymnasium NMG;;261HO01900;1967;kantonal;;;-;;2684098;1247400
Objekt 8494;Zürich;Zürich;8004;Meinrad-Lienert-Strasse 4 bei;Zürich: «Seebahneinschnitt»;Meinrad-Lienert-Brunnen;;;1927~1931;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681569;1247640
Objekt 15687;Zürich;Zürich;8001;Rämistrasse 54a;Zürich: Kantonsschulen Rämibühl;Mensa;;261HO01905;1967;kantonal;;;-;;2684145;1247317
Objekt 1688;Zürich;Zürich;8048;Hohlstrasse 388;Zürich: Hauptwerkstätten;Montagehalle IX;;261AU03200;1951~1953;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680608;1248962
Objekt 1687;Zürich;Zürich;8048;Hohlstrasse 388;Zürich: Hauptwerkstätten;Montagehalle VIII;;261AU03200;1920~1923;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680594;1248905
Objekt 3574;Zürich;Zürich;8006;Rämistrasse 90;Zürich: Kantonsspital USZ;Musikpavillon im Park;;261FL01322;1952;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683989;1247817
Objekt 3670;Zürich;Zürich;8001;Münsterbrücke;;Münsterbrücke;;;1836~1838;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683375;1247154
Objekt 15684;Zürich;Zürich;"8001; 8032";"Cäcilienstrasse 1; Rämistrasse 52; Rämistrasse 54";Zürich: Kantonsschulen Rämibühl;Naturwissenschaftsgebäude mit Aula;;261HO01907;1967;kantonal;;;-;;2684088;1247291
Objekt 3836;Zürich;Zürich;8001;"Neumühlequai 20; Walcheplatz 1; Neumühlequai 22";Zürich: Kantonale Verwaltung, Zentralverwaltung;Neumühle;;261AA01141;1933~1935;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683373;1248161
Objekt 3683;Zürich;Zürich;8008;Neumünsterstrasse 10;;Neumünsterkirche;;261RI00290;1836~1839;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;29.10.1980;2684586;1246131
Objekt 14916;Zürich;Zürich;8044;Zürichbergstrasse 75;Zürich: Vorderberg Fluntern;Näegelihus;;261FL00033;1800;-;;;PD;10.09.1970;2684671;1247881
Objekt 3572;Zürich;Zürich;8006;Sternwartstrasse 4;Zürich: Kantonsspital USZ;Operationstrakt;;261FL01386;1950;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684042;1247949
Objekt 3703;Zürich;Zürich;"8001; 8008";"Falkenstrasse 1; Schillerstrasse 1; Sechseläutenplatz 1";;Opernhaus, ehem. Stadttheater;;261AA01001;1890~1891;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;21.11.1983;2683730;1246602
Objekt 3609;Zürich;Zürich;8001;Florhofgasse 40a;Zürich: Rechberg;Orangerie;;261AA00642;1770;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683783;1247526
Objekt 3566;Zürich;Zürich;8006;Gloriastrasse 25;Zürich: Kantonsspital USZ;Osttrakt 4;;261FL01389;1950;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684090;1247823
Objekt 1270;Zürich;Zürich;8038;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Panzersperre T02505;;;1;regional;;;-;;2683231;1243560
Objekt 1292;Zürich;Zürich;8038;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Panzersperre T02505e;;;1;regional;;;-;;2681781;1243320
Objekt 1271;Zürich;Zürich;8047;;Uitikon/Zürich: Sperrstelle 5082;Panzersperre T02507;;;1;kantonal;;;-;;2678256;1247205
Objekt 3568;Zürich;Zürich;8006;Schmelzbergstrasse 12;Zürich: Kantonsspital USZ;Pathologietrakt;;261FL01384;1946;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683994;1247999
Objekt 3652;Zürich;Zürich;8001;Künstlergasse 15a;"Zürich: Stockargut und Gartenpavillon mit Gartenanlage; Zürich: Stockargut";Pavillon;;261AA00646;1731~1740;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683695;1247722
Objekt 3850;Zürich;Zürich;8008;Mühlebachstrasse 169;"Zürich: Villa Patumbah mit Ökonomiegebäude, Zwischentrakt, Pavillon und Gartenanlage; Zürich: Villa Patumbah";Pavillon;;261RI00188;1890;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;21.03.2006;2684682;1245671
Objekt 3649;Zürich;Zürich;8008;Höschgasse 8;;Pavillon Le Corbusier;;261RI00365;1965;kantonal;11.04.2014;BDV Nr. 4020/2014, Unterschutzstellung;ÖREB;07.07.2014;2684030;1245626
Objekt 1281;Zürich;Zürich;8041;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Perm Waffenstellung A04805;;;1;regional;;;-;;2681166;1243460
Objekt 1290;Zürich;Zürich;8038;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Perm Waffenstellung A04814;;;1;regional;;;-;;2682786;1243350
Objekt 1291;Zürich;Zürich;8038;;Zürich/Kilchberg (ZH): Sperrstelle 5097;Perm Waffenstellung A04816;;;1;regional;;;-;;2682966;1243460
Objekt 1308;Zürich;Zürich;8005;;Zürich: Sperrstelle 6090;Perm Waffenstellung A04875;;;1;kantonal;;;-;;2680691;1249850
Objekt 4138;Zürich;Zürich;8001;Stadelhoferstrasse 6A;Zürich: Bahnhof Zürich Stadelhofen;Perronanlage;;261AA01033;1984~1990;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2683829;1246806
Objekt 8180;Zürich;Zürich;8050;Hofwiesenstrasse 369 bei;Zürich: Bahnhof Zürich Oerlikon;Perrondach;;;1913;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2683431;1251783
Objekt 8121;Zürich;Zürich;8038;Seestrasse 331 bei;Zürich: Bahnhof Zürich Wollishofen;Perrondach;;;1897~1902;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682758;1244656
Objekt 4154;Zürich;Zürich;8003;"Birmensdorferstrasse 80a; Birmensdorferstrasse 80b";Zürich: Bahnhof Zürich Wiedikon;Perrondach 1;;;1927~1928;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681906;1247345
Objekt 8193;Zürich;Zürich;8002;Tessinerplatz 10 bei;Zürich: Bahnhof Zürich Enge;Perrondach 1;;;1925~1926;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste ohne Inventarblatt, AREV Nr. 1724/2019 Inventarblatt;-;;2682495;1246500
Objekt 8209;Zürich;Zürich;8003;"Birmensdorferstrasse 80c; Birmensdorferstrasse 80d";Zürich: Bahnhof Zürich Wiedikon;Perrondach 2;;;1927~1928;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681886;1247341
Objekt 4089;Zürich;Zürich;8002;"Tessinerplatz 10 bei; Tessinerplatz 12 bei";Zürich: Bahnhof Zürich Enge;Perrondach 2;;;1925~1926;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste ohne Inventarblatt, AREV Nr. 1724/2019 Inventarblatt;-;;2682481;1246488
Objekt 4134;Zürich;Zürich;8048;Altstetterplatz 13a;Zürich: Bahnhof Zürich Altstetten;Perrondach 2;;;1967~1968;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2679282;1249521
Objekt 4135;Zürich;Zürich;8048;Altstetterplatz 13b;Zürich: Bahnhof Zürich Altstetten;Perrondach 3;;;1967~1968;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2679291;1249541
Objekt 8134;Zürich;Zürich;8005;Neugasse 111 bei;Zürich: Stellwerke;Personenunterführung;;;1936~1963;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682009;1248591
Objekt 8142;Zürich;Zürich;8004;Remisenstrasse 20 bei;Zürich: «Depot F»;Personenunterführung Neufrankengasse;;;1900;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682113;1248396
Objekt 8195;Zürich;Zürich;8002;Tessinerplatz 10 bei;Zürich: Bahnhof Zürich Enge;Personenunterführung Nord;;;1925~1926;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste ohne Inventarblatt, AREV Nr. 1724/2019 Inventarblatt;-;;2682478;1246527
Objekt 8194;Zürich;Zürich;8002;Tessinerplatz 10 bei;Zürich: Bahnhof Zürich Enge;Personenunterführung Süd;;;1925~1926;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste ohne Inventarblatt, AREV Nr. 1724/2019 Inventarblatt;-;;2682504;1246444
Objekt 3536;Zürich;Zürich;8044;Kantstrasse 21;Zürich: ref. Kirchgemeinde Fluntern;Pfarrhaus;;261FL00737;1918;regional;;;-;;2684445;1247910
Objekt 8340;Zürich;Zürich;8004;Hardstrasse 76;Zürich: Kath. Kirche St. Felix u. Regula, Pfarrhaus und Kirchgemeindehaus;Pfarrhaus;;261AU00300;1950;regional;;;-;;2681151;1248343
Objekt 3520;Zürich;Zürich;8002;Bürglistrasse 19;"Zürich: Pfarrhaus I und II der reformierten Kirchgemeinde Enge; Zürich: ref. Kirchgemeinde Enge";Pfarrhaus Enge I;;261EN00760;1894;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682397;1246269
Objekt 3521;Zürich;Zürich;8002;Bürglistrasse 11;"Zürich: Pfarrhaus I und II der reformierten Kirchgemeinde Enge; Zürich: ref. Kirchgemeinde Enge";Pfarrhaus Enge II;;261EN01040;1900;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;13.06.1989;2682399;1246383
Objekt 3661;Zürich;Zürich;8001;Leonhardstrasse 18;Zürich: Altersheime St. Leonhard;Pfrundhaus;;261AA00769;1840~1842;regional;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683628;1247978
Objekt 8584;Zürich;Zürich;8037;Wasserwerkstrasse 145;Zürich: Wipkinger Viadukt;Pissoir;;;1947~1948;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682241;1249411
Objekt 3615;Zürich;Zürich;8004;Kasernenstrasse 29;Zürich: Kasernenareal;Polizeikaserne;;261AU02923;1899~1901;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682600;1247688
Objekt 8132;Zürich;Zürich;8004;Gustav-Gull-Platz 6 bei;Zürich: Stellwerke;Portalkran;;;1963;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682473;1248251
Objekt 3611;Zürich;Zürich;8001;Hirschengraben 40 bei;Zürich: Rechberg;Prachtstore und Ziergitter;;;1770;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683772;1247474
Objekt 3693;Zürich;Zürich;8001;Predigerplatz 33;Zürich: Predigerkirche/Predigerchor;Predigerchor;;261AA01190;1357~1496;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683608;1247598
Objekt 8560;Zürich;Zürich;8048;Hardgutstrasse 15;Zürich: Schlachthof;Pumpstation;;261AU04816;1965;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2680410;1248745
Objekt 8332;Zürich;Zürich;8001;Bahnhofplatz 15 bei;Zürich: Hauptbahnhof;Querhalle und Perrondächer;;;1929~1933;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682976;1248133
Objekt 8321;Zürich;Zürich;8005;Turbinenstrasse 41 bei;Zürich: Hardturmviadukt;Rampe;;;1979~1981;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681182;1248920
Objekt 1169;Zürich;Oerlikon;8050;Dörflistrasse 90c bei;Zürich: Offene Rennbahn Zürich-Oerlikon;Rampe;;;1;kantonal;;;-;;2683915;1251600
Objekt 8171;Zürich;Zürich;8048;Hermetschloostrasse 90;Zürich/Schlieren: «Schnellgut-Stammbahnhof» Zürich Altstetten;Rangier- und Gleisbremsengebäude;;261AL00081;1976~1975;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2678156;1249913
Objekt 3666;Zürich;Zürich;8001;Limmatquai 55;;Rathaus;;261AA00690;1694~1698;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683393;1247329
Objekt 3871;Zürich;Zürich;8001;Stadthausquai;;Ravelin «Bauschänzli»;;;1660;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683370;1246903
Objekt 3832;Zürich;Zürich;8006;"Stapferstrasse 60; Stapferstrasse 58";;Ref. Kirche mit Pfarrhaus;;261OB00654;1908~1910;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683679;1248710
Objekt 3718;Zürich;Zürich;8001;Münsterhof 2;;Ref. Kirche «Fraumünster»;;261AA01923;877~1784;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;PD;25.02.1985;2683267;1247137
Objekt 3484;Zürich;Zürich;8003;"Aemtlerstrasse 23; Aemtlerstrasse 25";;Ref. Kirche «Zwinglikirche» und Kirchgemeindehaus mit Pfarrhaus;;261WD02218;1925;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2681316;1247315
Objekt 8210;Zürich;Zürich;8003;Birmensdorferstrasse 80 bei;Zürich: Bahnhof Zürich Wiedikon;Reiterstellwerk;;;1927~1928;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681929;1247310
Objekt 3851;Zürich;Zürich;8008;Zollikerstrasse 130;"Zürich: Villa Patumbah mit Ökonomiegebäude, Zwischentrakt, Pavillon und Gartenanlage; Zürich: Villa Patumbah";Remise / Ökonomiegebäude;;261RI02925;1883;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;21.03.2006;2684720;1245706
Objekt 3530;Zürich;Zürich;8002;Gablerstrasse 15;Zürich: Rietberg Museum Ensemble mit Parkanlage;Rieterpark;;;1857;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682462;1245814
Objekt 3531;Zürich;Zürich;8002;Seestrasse 110;Zürich: Rietberg Museum Ensemble mit Parkanlage;Rote Villa;;261EN00520;1887;regional;;;-;;2682531;1245779
Objekt 3517;Zürich;Zürich;8002;"Beethovenstrasse 1; Beethovenstrasse 3; Beethovenstrasse 5; Beethovenstrasse 7; Beethovenstrasse 7a; General-Guisan-Quai 22; Stockerstrasse 4; Stockerstrasse 6; Stockerstrasse 8; General Guisan-Quai 20";;Rotes Schloss;;261EN00640;1891~1893;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;ÖREB;25.04.2014;2682978;1246587
Objekt 3692;Zürich;Zürich;8001;"Pelikanstrasse 40; Talstrasse 71";Zürich: Ehem. Botanischer Garten und Bollwerk «Zur Katz»;Sammlungsgebäude;;261AA01568;1863~1864;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2682784;1247264
Objekt 1709;Zürich;Zürich;8048;Hohlstrasse 388 bei;Zürich: Hauptwerkstätten;Schiebebühne Lokomotivreparaturwerkstätte;;;1922~1923;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680601;1248931
Objekt 1708;Zürich;Zürich;8048;Hohlstrasse 370 bei;Zürich: Hauptwerkstätten;Schiebebühne Ost;;;1967~1969;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680779;1248893
Objekt 1710;Zürich;Zürich;8048;"Hohlstrasse 418 bei; Hohlstrasse 426 bei";Zürich: Hauptwerkstätten;Schiebebühne West;;;1909~1911;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680239;1249165
Objekt 8315;Zürich;Zürich;8005;Neugasse 145 bei;Zürich: «Lokomotivremise G»;Schiebebühnenhalle Ost;;;1925~1927;regional;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681986;1248715
Objekt 8316;Zürich;Zürich;8005;Neugasse 145 bei;Zürich: «Lokomotivremise G»;Schiebebühnenhalle West;;;1925~1927;regional;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681913;1248731
Objekt 8165;Zürich;Zürich;8048;Hermetschloostrasse 8;Zürich/Schlieren: «Schnellgut-Stammbahnhof» Zürich Altstetten;Schnellguthalle;;261AL00125;1972~1976;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2678799;1249646
Objekt 3604;Zürich;Zürich;8002;"Brandschenkestrasse 129; Brandschenkestrasse 135; Gutenbergstrasse 15; Steinentischstrasse 10; Steinentischstrasse 6; Steinentischstrasse 8";Zürich: Kantonsschule Enge und Freudenberg;Schulgebäude;;261EN00501;1957~1961;kantonal;;;-;;2682317;1246586
Objekt 15839;Zürich;Zürich;8050;"Birchstrasse 95; Holunderweg 1";;Schulhaus;;261OE00814;1913;kantonal;;;-;;2682858;1251342
Objekt 3519;Zürich;Zürich;8001;"Bahnhofstrasse 2; Börsenstrasse 15; Börsenstrasse 17";;Schweizerische Nationalbank;;261AA01880;1919~1922;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683215;1246917
Objekt 3673;Zürich;Zürich;8001;Museumsstrasse 2;;Schweizerisches Landesmuseum;;;1892;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683241;1248158
Objekt 8143;Zürich;Zürich;8004;Remisenstrasse 17 bei;Zürich: «Depot F»;Schwenkhebekran Ost;;;1901;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681969;1248450
Objekt 8144;Zürich;Zürich;8004;Remisenstrasse 15 bei;Zürich: «Depot F»;Schwenkhebekran West;;;1938;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2681882;1248483
Objekt 3547;Zürich;Zürich;8032;Dolderstrasse 60;Zürich: ref. Kirchgemeinde Hottingen;Sigristenhaus;;261HO01251;1909;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2684816;1247270
Objekt 8491;Zürich;Zürich;8036;Manessestrasse 1 bei;Zürich: «Seebahneinschnitt»;Sihlüberfall;;;1920~1922;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2682245;1246966
Objekt 1698;Zürich;Zürich;8048;Hohlstrasse 420;Zürich: Hauptwerkstätten;Speisehaus;;261AU03290;1911;kantonal;07.01.2020;AREV Nr. 1724/2019 Liste und Inventarblatt;-;;2680233;1249047
Objekt 3831;Zürich;Zürich;8001;St. Peterhofstatt 2;Zürich: Kirche, ref. St. Peter;St. Peter, Pfarrhaus;;261AA01377;1;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683220;1247319
Objekt 3612;Zürich;Zürich;8001;Hirschengraben 40;Zürich: Rechberg;Stadtpalais «Rechberg», ehem. «Krone»;;261AA00670;1759~1770;kantonal;12.08.1981;RRB Nr. 3048/1981 Liste Stadt Zürich;-;;2683761;1247489
